,Loyalty_Number,Year,Month,Flights_Booked,Flights_with_Companions,Total_Flights,Distance,Points_Accumulated,Points_Redeemed,Dollar_Cost_Points_Redeemed,Province,City,Postal_Code,Gender,Education,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Year,Enrollment_Month,Salary
329183,915948,2018,12,5,4,9,2565,256.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,Married,Nova,2756.47,Standard,2013,7,63767
329207,916000,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,Married,Star,2434.0,Standard,2014,7,48761
329231,916003,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,Married,Nova,5947.22,Standard,2018,6,81490
329255,916020,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Star,6010.5,Standard,2015,1,67990
329279,916131,2018,11,0,0,0,0,0.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,Married,Star,4439.68,Standard,2014,9,87119
329303,916269,2018,12,0,0,0,0,0.0,0,0,Alberta,Calgary,T3E 2V9,Male,College,Married,Aurora,22103.51,Standard,2013,9,79381
329327,916300,2018,12,3,0,3,1308,130.0,0,0,Ontario,Toronto,M1R 4K3,Male,Bachelor,Single,Nova,2872.05,Standard,2015,1,74164
329351,916317,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,Married,Aurora,8146.27,Standard,2018,6,99796
329375,916358,2018,12,1,0,1,248,24.0,0,0,Alberta,Edmonton,T9G 1W3,Female,Master,Married,Nova,2886.45,Standard,2017,8,71038
329399,916478,2018,12,3,0,3,3642,364.0,0,0,Quebec,Montreal,H2Y 2W2,Female,Bachelor,Married,Aurora,6745.89,2018 Promotion,2018,2,38826
329423,916634,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Married,Star,5163.23,Standard,2018,10,57940
329447,916713,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 6J7,Female,Bachelor,Married,Nova,5285.12,Standard,2018,12,61750
329471,916843,2018,12,2,0,2,3622,362.0,0,0,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,Married,Nova,8092.88,Standard,2018,12,69098
329495,916851,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Female,Bachelor,Married,Star,8277.64,Standard,2014,4,90286
329519,916880,2018,12,14,0,14,1792,179.0,0,0,Quebec,Montreal,H2T 2J6,Female,Bachelor,Divorced,Aurora,16007.95,Standard,2014,1,65056
329543,917191,2018,12,12,0,12,3372,337.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,College,Married,Aurora,7377.23,Standard,2014,7,79381
329567,917192,2018,12,9,5,14,3122,312.0,0,0,Alberta,Edmonton,T3G 6Y6,Female,College,Single,Star,6064.34,Standard,2014,8,79381
329591,917346,2018,12,9,6,15,3360,336.0,0,0,Saskatchewan,Regina,S6J 3G0,Male,College,Single,Star,2414.77,Standard,2018,6,79381
329615,917423,2018,12,9,2,11,2948,294.0,0,0,Ontario,Kingston,M9K 2P4,Male,College,Single,Aurora,5801.83,Standard,2016,2,79381
329639,917585,2018,12,0,0,0,0,0.0,0,0,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,Married,Aurora,8658.86,Standard,2018,6,77615
329663,917610,2018,12,10,0,10,2750,275.0,0,0,Ontario,Toronto,P1W 1K4,Female,Doctor,Divorced,Nova,3993.88,Standard,2016,8,144051
329687,917630,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P2T 6G3,Female,Bachelor,Married,Star,4282.95,Standard,2016,12,61809
329711,917685,2017,11,3,3,6,396,39.0,493,40,British Columbia,Vancouver,V6E 3D9,Male,Master,Married,Nova,22806.47,Standard,2018,12,71118
329735,917725,2018,12,0,0,0,0,0.0,0,0,Saskatchewan,Regina,S1J 3C5,Male,College,Single,Aurora,5568.95,Standard,2015,3,79381
329759,917779,2018,11,8,5,13,1586,158.0,0,0,Ontario,Ottawa,K1F 2R2,Female,Bachelor,Single,Star,2675.03,Standard,2013,6,72503
329783,917798,2018,12,9,1,10,4220,422.0,0,0,Ontario,Toronto,P1L 8X8,Male,Bachelor,Married,Nova,9638.07,Standard,2013,3,57686
329807,917870,2018,12,1,1,2,3646,364.0,0,0,Quebec,Montreal,H3T 8L4,Female,Bachelor,Divorced,Star,26243.86,Standard,2014,7,72669
329831,917972,2018,12,0,0,0,0,0.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,Single,Aurora,5241.14,Standard,2016,10,67283
329855,917983,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1W 1K4,Female,Bachelor,Married,Aurora,9369.64,Standard,2015,9,104486
329879,917998,2018,12,16,5,21,4095,409.0,0,0,Ontario,Ottawa,K1G 4Z0,Male,College,Single,Aurora,8773.51,Standard,2014,7,79381
329903,918021,2018,12,16,8,24,1536,153.0,0,0,Ontario,Ottawa,K1F 2R2,Male,Doctor,Divorced,Star,7892.09,Standard,2012,10,283374
329927,918042,2018,12,11,7,18,1188,118.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Female,High School or Below,Divorced,Aurora,9426.97,Standard,2013,1,73530
329951,918048,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P5S 6R4,Male,College,Married,Star,7521.19,Standard,2016,4,79381
329975,918053,2018,12,11,0,11,3509,350.0,0,0,Ontario,Toronto,M2M 7K8,Female,Bachelor,Married,Nova,6997.01,Standard,2014,3,72792
329999,918112,2018,12,8,0,8,3920,392.0,0,0,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,Single,Star,2530.71,Standard,2014,12,97363
330023,918163,2018,12,12,0,12,2808,280.0,0,0,Ontario,Toronto,P2T 6G3,Female,Doctor,Divorced,Nova,13736.13,Standard,2016,8,125167
330047,918272,2018,12,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,Married,Nova,2885.41,Standard,2015,1,99756
330071,918276,2018,12,15,0,15,2190,219.0,0,0,Quebec,Montreal,H2Y 2W2,Male,Bachelor,Married,Star,5206.03,Standard,2018,12,84345
330095,918326,2018,12,0,0,0,0,0.0,0,0,Ontario,Trenton,K8V 4B2,Male,Bachelor,Married,Nova,3011.34,Standard,2018,6,60452
330119,918341,2018,12,0,0,0,0,0.0,0,0,Ontario,Kingston,M9K 2P4,Male,College,Divorced,Star,2659.71,Standard,2012,7,79381
330143,918350,2018,12,0,0,0,0,0.0,0,0,British Columbia,Victoria,V10 6T5,Male,Doctor,Divorced,Nova,8583.27,Standard,2012,5,148421
330167,918397,2018,12,16,8,24,1992,199.0,0,0,Yukon,Whitehorse,Y2K 6R0,Male,College,Married,Star,2373.8,Standard,2018,8,79381
330191,918404,2018,12,0,0,0,0,0.0,0,0,British Columbia,Victoria,V10 6T5,Female,Bachelor,Married,Star,2870.0,Standard,2013,6,83842
330215,918478,2018,11,13,0,13,1599,159.0,0,0,Ontario,Trenton,K8V 4B2,Female,College,Single,Nova,4915.39,Standard,2012,12,79381
330239,918479,2018,12,2,2,4,2688,268.0,0,0,Manitoba,Winnipeg,R6Y 4T5,Female,College,Single,Star,6269.14,Standard,2012,8,79381
330263,918564,2018,12,5,0,5,3135,313.0,0,0,Alberta,Peace River,T9O 2W2,Female,Bachelor,Married,Aurora,5448.56,Standard,2014,1,94322
330287,918631,2018,12,1,1,2,3730,373.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,Married,Star,15266.48,Standard,2015,4,72655
330311,918756,2018,11,1,0,1,2257,225.0,0,0,Quebec,Hull,J8Y 3Z5,Female,Bachelor,Divorced,Star,7053.3,Standard,2014,5,70676
330335,918807,2018,5,12,8,20,1280,128.0,439,36,Quebec,Montreal,H2Y 4R4,Male,College,Single,Nova,3049.84,Standard,2014,8,79381
330359,918964,2018,11,0,0,0,0,0.0,0,0,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,Divorced,Nova,5548.03,Standard,2018,8,81518
330383,918984,2018,12,10,5,15,3330,333.0,0,0,Ontario,Toronto,P1J 8T7,Female,Doctor,Single,Nova,7130.29,Standard,2016,5,72997
330407,919055,2018,12,10,5,15,2160,216.0,0,0,Quebec,Montreal,H2Y 2W2,Male,Bachelor,Married,Aurora,8663.92,Standard,2018,10,53287
330431,919117,2018,12,11,0,11,4059,405.0,0,0,Ontario,Toronto,P1L 8X8,Male,Master,Married,Star,2719.51,Standard,2014,6,82940
330455,919285,2018,12,14,8,22,2706,270.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Divorced,Aurora,10484.92,Standard,2012,8,76622
330479,919329,2018,12,16,0,16,2064,206.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,Married,Nova,23536.75,Standard,2015,6,56601
330503,919338,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Male,Bachelor,Married,Aurora,14510.44,Standard,2017,8,62225
330527,919340,2018,12,17,3,20,3780,378.0,0,0,Ontario,Toronto,M2M 6J7,Male,Bachelor,Divorced,Nova,3214.98,Standard,2016,3,71409
330551,919437,2018,12,11,0,11,2794,279.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Single,Nova,11320.83,Standard,2015,4,62415
330575,919463,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M8Y 4K8,Male,Bachelor,Married,Star,16515.01,2018 Promotion,2018,4,37850
330599,919506,2018,12,17,5,22,3762,376.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,Divorced,Star,4869.6,Standard,2018,10,68312
330623,919557,2018,12,14,7,21,1848,184.0,0,0,Ontario,Trenton,K8V 4B2,Male,Bachelor,Divorced,Star,6545.8,Standard,2014,2,72421
330647,919668,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Star,4762.16,Standard,2017,9,58637
330671,919748,2018,12,17,0,17,4743,474.0,0,0,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,Married,Star,13869.93,Standard,2016,11,52712
330695,919818,2018,12,6,5,11,4213,421.0,0,0,Alberta,Peace River,T9O 2W2,Male,Bachelor,Married,Nova,4591.63,Standard,2013,9,92859
330719,919832,2018,12,2,2,4,3652,365.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Nova,2807.05,2018 Promotion,2018,2,91116
330743,919888,2018,12,14,0,14,4354,435.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Married,Star,27934.62,2018 Promotion,2018,4,56281
330767,919889,2018,12,13,4,17,3587,358.0,0,0,Ontario,Kingston,M9K 2P4,Female,Bachelor,Married,Star,2615.85,Standard,2015,5,71651
330791,919894,2018,12,7,0,7,784,78.0,0,0,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,Married,Star,5608.82,Standard,2016,7,52749
330815,919951,2018,12,1,0,1,1469,146.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,Divorced,Nova,8501.28,Standard,2015,9,103621
330839,920068,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Female,College,Single,Nova,11972.78,Standard,2015,9,79381
330863,920100,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Female,High School or Below,Married,Nova,15114.4,Standard,2016,11,78318
330887,920102,2018,12,0,0,0,0,0.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Female,High School or Below,Divorced,Star,2491.26,Standard,2018,12,72896
330911,920118,2018,12,1,0,1,911,91.0,0,0,British Columbia,Victoria,V10 6T5,Female,High School or Below,Married,Nova,8641.05,Standard,2017,2,64869
330935,920145,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1W 1K4,Female,Bachelor,Married,Nova,6403.58,Standard,2017,5,52465
330959,920162,2018,12,14,3,17,2873,287.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,Married,Star,12045.67,Standard,2013,5,72742
330983,920171,2018,12,4,0,4,1988,198.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,Married,Nova,7782.13,Standard,2018,6,83172
331031,920175,2018,12,11,1,12,4236,423.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,Married,Nova,10498.93,Standard,2017,2,54117
331055,920197,2018,12,12,0,12,1056,105.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,College,Married,Star,22103.51,Standard,2018,10,79381
331079,920211,2018,12,5,3,8,1024,102.0,0,0,Ontario,London,M5B 3E4,Male,Bachelor,Married,Star,9976.25,2018 Promotion,2018,2,54234
331103,920321,2018,12,2,2,4,1500,150.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,Married,Nova,2780.85,Standard,2014,2,96816
331127,920326,2018,12,4,4,8,1056,105.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Divorced,Nova,7176.59,2018 Promotion,2018,2,51716
331151,920545,2018,12,12,2,14,4186,418.0,0,0,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,Married,Star,4686.47,Standard,2014,6,74413
331175,920637,2018,12,16,0,16,1504,150.0,0,0,Ontario,Sudbury,M5V 1G5,Female,Bachelor,Single,Star,3384.47,Standard,2012,7,71862
331199,920657,2018,11,1,0,1,2415,241.0,0,0,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,Married,Star,9470.62,Standard,2017,11,48381
331223,920716,2018,11,0,0,0,0,0.0,0,0,Alberta,Peace River,T9O 2W2,Female,College,Single,Aurora,7098.91,2018 Promotion,2018,4,79381
331247,920792,2018,12,0,0,0,0,0.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,College,Single,Star,12520.98,Standard,2017,4,79381
331271,920954,2018,12,5,0,5,1695,169.0,0,0,Ontario,Toronto,P1J 8T7,Male,Bachelor,Married,Star,4804.36,2018 Promotion,2018,4,69930
331295,920966,2018,12,15,0,15,3930,393.0,0,0,Ontario,Trenton,K8V 4B2,Male,High School or Below,Single,Star,4633.34,Standard,2017,3,75379
331319,921059,2018,12,10,0,10,1480,148.0,0,0,Ontario,Ottawa,K1F 2R2,Female,Bachelor,Married,Nova,15663.66,Standard,2017,10,55168
331343,921102,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,College,Married,Star,5201.25,Standard,2012,10,79381
331367,921130,2018,12,6,5,11,3751,375.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,Single,Nova,5169.5,Standard,2012,7,44092
331391,921191,2018,12,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3C 2M8,Female,College,Divorced,Nova,3445.86,Standard,2018,8,79381
331415,921278,2018,12,9,0,9,3123,312.0,0,0,Ontario,Toronto,M1R 4K3,Male,Doctor,Married,Nova,5346.92,Standard,2015,4,53353
331439,921298,2018,12,7,0,7,714,71.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,Single,Star,11058.22,Standard,2016,9,82977
331463,921357,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Female,College,Married,Nova,6265.34,Standard,2012,8,79381
331487,921375,2018,12,3,3,6,1824,182.0,0,0,Quebec,Hull,J8Y 3Z5,Female,College,Single,Star,13197.93,Standard,2015,2,79381
331511,921392,2018,12,0,0,0,0,0.0,0,0,Quebec,Hull,J8Y 3Z5,Male,Bachelor,Married,Nova,3574.99,Standard,2018,7,69921
331535,921410,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,Married,Star,7715.1,Standard,2014,3,67604
331559,921489,2018,12,9,0,9,4311,431.0,0,0,Alberta,Peace River,T9O 2W2,Male,Bachelor,Married,Aurora,9051.91,Standard,2012,11,51157
331583,921563,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M8Y 4K8,Female,College,Single,Star,4893.29,Standard,2017,2,79381
331607,921624,2018,12,17,0,17,3162,316.0,0,0,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,Married,Nova,22399.13,Standard,2018,10,89345
331631,921705,2018,12,4,0,4,2056,205.0,0,0,Quebec,Montreal,H4G 3T4,Male,Bachelor,Single,Star,2505.42,Standard,2016,8,76211
331655,921746,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P2T 6G3,Female,Bachelor,Divorced,Nova,2907.9,2018 Promotion,2018,3,69240
331679,921776,2018,12,10,6,16,2784,278.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,College,Single,Star,6611.12,2018 Promotion,2018,2,79381
331703,921886,2018,12,0,0,0,0,0.0,0,0,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,Single,Aurora,10089.79,Standard,2014,2,78488
331727,921899,2018,12,16,5,21,1974,197.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Married,Nova,3312.32,Standard,2013,9,51141
331751,921903,2018,12,0,0,0,0,0.0,0,0,Quebec,Tremblant,H5Y 2S9,Male,Doctor,Married,Nova,14941.9,Standard,2018,12,211255
331775,922000,2018,11,11,0,11,1617,161.0,0,0,Quebec,Quebec City,G1B 3L5,Female,Bachelor,Single,Nova,3146.04,Standard,2016,3,52461
331799,922047,2018,12,15,0,15,1305,130.0,0,0,Ontario,Toronto,M8Y 4K8,Male,High School or Below,Single,Nova,17651.96,Standard,2017,8,65543
331823,922188,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,Divorced,Nova,4039.32,Standard,2015,6,57453
331847,922210,2018,12,17,4,21,1575,157.0,0,0,Alberta,Peace River,T9O 2W2,Male,Bachelor,Married,Star,16870.39,Standard,2015,7,76590
331871,922347,2018,12,12,0,12,1572,157.0,0,0,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,Married,Nova,5764.78,Standard,2018,5,48103
331895,922388,2018,12,11,7,18,3582,358.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,Married,Star,4505.4,Standard,2016,12,91236
331919,922484,2018,12,4,0,4,2832,283.0,0,0,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,Married,Star,2498.35,Standard,2012,7,54852
331943,922614,2018,12,9,7,16,4576,457.0,0,0,Ontario,Kingston,M9K 2P4,Male,Bachelor,Divorced,Aurora,7792.07,2018 Promotion,2018,2,58817
331967,922634,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,Married,Star,3157.74,Standard,2015,5,74530
331991,922665,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Male,Bachelor,Married,Aurora,5424.26,Standard,2015,11,81237
332015,922703,2018,12,7,0,7,4158,415.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,College,Single,Aurora,5775.52,Standard,2018,11,79381
332039,922741,2018,12,0,0,0,0,0.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Female,College,Single,Star,6162.37,Standard,2018,8,79381
332063,922786,2018,12,13,9,22,3982,398.0,0,0,Quebec,Montreal,H3T 8L4,Male,College,Single,Aurora,7559.21,Standard,2015,2,79381
332087,922815,2018,12,8,0,8,2024,202.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,Divorced,Aurora,21504.34,Standard,2015,4,75978
332111,922926,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,Single,Star,2926.52,Standard,2014,9,49217
332135,923041,2018,12,0,0,0,0,0.0,0,0,Ontario,Trenton,K8V 4B2,Female,Bachelor,Single,Nova,7282.22,Standard,2013,5,69142
332159,923062,2018,10,13,0,13,1456,145.0,0,0,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,Divorced,Nova,2855.93,Standard,2014,10,69034
332183,923108,2018,12,10,0,10,2500,250.0,0,0,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,Married,Aurora,7748.81,Standard,2017,9,90101
332207,923164,2018,12,12,0,12,2160,216.0,0,0,Ontario,Toronto,M8Y 4K8,Female,College,Single,Star,2321.05,Standard,2016,7,79381
332231,923201,2018,12,17,0,17,1139,113.0,0,0,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,Married,Nova,6459.64,Standard,2015,7,48909
332255,923234,2018,12,16,5,21,3171,317.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,Married,Nova,3008.1,Standard,2014,11,90945
332279,923333,2018,12,4,4,8,1960,196.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,Married,Star,5705.55,Standard,2013,12,87902
332303,923336,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1W 1K4,Male,Doctor,Married,Nova,7155.34,Standard,2015,1,134476
332327,923406,2018,12,11,4,15,3540,354.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,College,Single,Star,4152.65,Standard,2017,10,79381
332351,923527,2018,11,9,0,9,1602,160.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,College,Single,Aurora,36181.03,Standard,2015,6,79381
332375,923560,2018,10,7,4,11,1210,121.0,0,0,Ontario,Kingston,M9K 2P4,Female,Bachelor,Married,Nova,3985.4,Standard,2013,4,88792
332399,923680,2018,12,17,0,17,1615,161.0,0,0,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,Divorced,Aurora,9429.08,Standard,2014,5,87255
332423,923761,2018,12,4,0,4,1980,198.0,0,0,Quebec,Montreal,H2T 9K8,Female,College,Divorced,Star,2659.71,Standard,2014,9,79381
332447,923766,2018,12,0,0,0,0,0.0,0,0,Alberta,Calgary,T3E 2V9,Male,Bachelor,Married,Nova,5343.12,Standard,2018,12,79075
332471,923799,2018,12,5,0,5,2570,257.0,0,0,Ontario,Toronto,P2T 6G3,Female,Bachelor,Divorced,Nova,8395.27,Standard,2012,12,77999
332495,923959,2018,12,12,9,21,3486,348.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,Single,Aurora,43290.5,Standard,2016,11,67018
332519,924031,2018,12,10,0,10,4410,441.0,0,0,Saskatchewan,Regina,S6J 3G0,Female,College,Single,Star,7261.62,Standard,2018,5,79381
332543,924037,2018,12,8,5,13,3159,315.0,0,0,Ontario,London,M5B 3E4,Female,College,Single,Star,6081.48,Standard,2015,6,79381
332567,924056,2018,12,15,3,18,3294,329.0,0,0,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,Married,Star,4100.47,Standard,2013,10,69367
332591,924132,2018,11,8,0,8,1496,149.0,0,0,Ontario,Sudbury,M5V 1G5,Female,Bachelor,Single,Nova,3544.54,Standard,2016,4,61658
332615,924153,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,Divorced,Aurora,8595.73,Standard,2013,2,88078
332639,924217,2018,12,7,0,7,2177,217.0,0,0,Ontario,Sudbury,M5V 1G5,Male,College,Single,Star,7685.65,Standard,2018,11,79381
332663,924405,2018,12,15,9,24,4872,487.0,0,0,Quebec,Tremblant,H5Y 2S9,Male,College,Married,Star,14032.59,Standard,2018,8,79381
332687,924469,2018,12,9,0,9,909,90.0,0,0,Ontario,Toronto,P1W 1K4,Male,Bachelor,Single,Nova,4720.61,Standard,2015,10,51135
332711,924489,2018,12,11,6,17,1105,110.0,0,0,Ontario,Toronto,M2M 7K8,Female,College,Married,Nova,4737.87,Standard,2017,5,79381
332735,924493,2018,12,0,0,0,0,0.0,0,0,Ontario,Kingston,M9K 2P4,Male,Bachelor,Married,Star,5209.95,Standard,2016,8,59669
332759,924630,2018,12,7,2,9,747,74.0,0,0,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,Married,Aurora,12302.76,Standard,2015,5,63970
332783,924634,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,Married,Nova,5498.94,Standard,2016,2,65565
332807,924643,2018,12,0,0,0,0,0.0,0,0,Ontario,Kingston,M9K 2P4,Male,Bachelor,Single,Star,14754.36,Standard,2014,5,51288
332831,924719,2018,12,2,0,2,682,68.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,Doctor,Divorced,Aurora,5090.45,Standard,2012,6,239728
332855,924724,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 2J6,Female,Bachelor,Married,Star,4428.03,2018 Promotion,2018,2,42864
332879,924736,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,Doctor,Married,Nova,4804.51,Standard,2018,12,219184
332903,924793,2018,11,11,0,11,2200,220.0,0,0,Ontario,Ottawa,K1F 2R2,Male,Bachelor,Divorced,Star,5431.21,Standard,2015,3,73708
332927,924794,2018,12,12,2,14,2926,292.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Divorced,Star,6545.8,Standard,2012,11,72421
332951,924796,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1W 1K4,Male,College,Single,Aurora,9022.08,Standard,2015,3,79381
332975,924878,2018,12,5,2,7,4088,408.0,0,0,Quebec,Montreal,H2Y 2W2,Male,Bachelor,Married,Nova,7834.15,2018 Promotion,2018,3,58318
332999,924936,2018,11,13,0,13,3029,302.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,High School or Below,Married,Star,18534.61,Standard,2013,4,52017
333023,925164,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Male,Bachelor,Single,Star,13014.23,Standard,2018,5,72202
333047,925198,2018,12,16,1,17,1496,149.0,0,0,Ontario,Toronto,P5S 6R4,Male,Bachelor,Married,Nova,3824.43,Standard,2018,10,77663
333071,925340,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M1R 4K3,Male,High School or Below,Married,Star,3945.24,Standard,2015,9,79046
333095,925353,2018,12,11,0,11,781,78.0,0,0,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,Married,Nova,9192.59,Standard,2017,2,59265
333119,925385,2018,12,5,2,7,805,80.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,Married,Star,2571.26,Standard,2012,7,53637
333143,925413,2018,12,13,0,13,3120,312.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,Single,Star,4883.12,Standard,2016,10,70913
333167,925504,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,Divorced,Nova,15695.54,Standard,2015,10,103435
333191,925573,2018,12,5,0,5,390,39.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,Married,Nova,24967.76,Standard,2017,3,80806
333215,925609,2018,12,13,0,13,1209,120.0,0,0,Quebec,Montreal,H4G 3T4,Male,College,Divorced,Star,2659.71,Standard,2016,7,79381
333239,925767,2018,12,17,5,22,4378,437.0,0,0,Ontario,Toronto,M2M 7K8,Male,College,Single,Star,6947.52,2018 Promotion,2018,2,79381
333263,925819,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,Married,Nova,3746.75,Standard,2013,1,62259
333287,925850,2018,12,4,4,8,1736,173.0,0,0,Quebec,Montreal,H2Y 4R4,Female,Bachelor,Married,Star,10928.41,2018 Promotion,2018,4,54856
333311,925918,2018,12,0,0,0,0,0.0,0,0,Ontario,Ottawa,K1F 2R2,Female,Bachelor,Married,Star,2329.46,Standard,2018,9,47225
333335,925978,2018,12,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,Married,Nova,27929.96,Standard,2014,5,96378
